id,role,content,created,intent,subject_of_interest,stitches,skipped,author,session_id
143,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:13:35.039653+00:00,,,0,0,moio,57a88907-d5fb-425d-98a3-28912f23f283
144,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:13:36.951715+00:00,,,0,0,moio,41800e14-d342-468e-a121-7f666e5ce4d9
145,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:13:37.065089+00:00,,,0,0,moio,745a0782-ab46-440b-95ab-00c03a3f6f12
146,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:13:37.167174+00:00,,,0,0,moio,cd71b386-1b3d-4cf0-b031-b1778b90d7ef
147,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:18:39.370612+00:00,,,0,0,moio,90a1f160-c8fa-4088-af17-b2540c345ddf
148,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:23:41.941166+00:00,,,0,0,moio,88251b6b-c5ad-494f-b01e-a9ff4257cb5f
149,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:28:43.915623+00:00,,,0,0,moio,ae44436c-805f-4e3a-a9f1-7dfdb25e3e34
150,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:32:11.014263+00:00,,,0,0,moio,9ae1b9d4-bc81-443e-a5ca-4f78d1dfc76d
151,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:33:09.774359+00:00,,,0,0,moio,c97221d3-0014-4e87-a368-eede8e1256b7
152,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 00:33:13.805960+00:00,,,0,0,moio,797f698c-c535-432e-aa60-f2b3b3aa7d64
153,user,como estas frack,2026-03-13 00:33:32.366157+00:00,,,0,0,user,797f698c-c535-432e-aa60-f2b3b3aa7d64
189,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:30:21.899016+00:00,,,0,0,moio,fb76c06e-961d-444a-b266-bb23308f5b22
154,assistant,"¡Hola! Estoy bien, gracias. ¿Y tú? Soy un sommelier virtual — ¿quieres recomendación de vino o un maridaje?",2026-03-13 00:33:39.432411+00:00,,,0,0,Sommelier,797f698c-c535-432e-aa60-f2b3b3aa7d64
155,user,con que me sugieres comer una colita de cuadril ?,2026-03-13 00:34:07.453054+00:00,,,0,0,user,797f698c-c535-432e-aa60-f2b3b3aa7d64
156,assistant,"Perfecto — la colita de cuadril (tri‑tip) queda muy bien a la parrilla o al horno; córtala en contra del grano. Recomendaciones rápidas:

Salsas/acompañamientos
- Chimichurri o salsa criolla.  
- Papas rústicas asadas o puré cremoso.  
- Vegetales a la parrilla (pimiento, zucchini, berenjena).  
- Ensalada fresca de rúcula con limón y parmesano.  
- Provoleta o queso",2026-03-13 00:34:18.366388+00:00,,,0,0,Sommelier,797f698c-c535-432e-aa60-f2b3b3aa7d64
157,user,pero wey... con que vino,2026-03-13 00:34:49.328474+00:00,,,0,0,user,797f698c-c535-432e-aa60-f2b3b3aa7d64
158,assistant,"Wey, te dejo las opciones rápidas:

- Malbec (Argentina): fruta negra, taninos suaves — clásico con parrilla y chimichurri.  
- Cabernet Sauvignon: más estructura y taninos — si la carne tiene costra/ahumada o está más grasa.  
- Syrah / Shiraz: notas de pimienta y ahumado — va bien con parrilla fuerte.  
- Tempranillo (Rioja): buena opción con salsa criolla o condimentos.  
- Pinot Noir: si la quieres más ligera y elegante.

Servir tintos 16–18 °C; decantar 20–40 min si son Cabernet o Syrah. ¿Con qué acompañas la colita (chimichurri, salsa criolla, puré)? Así te afino la elección.",2026-03-13 00:35:02.295801+00:00,,,0,0,Sommelier,797f698c-c535-432e-aa60-f2b3b3aa7d64
159,user,pure,2026-03-13 00:35:20.241268+00:00,,,0,0,user,797f698c-c535-432e-aa60-f2b3b3aa7d64
160,assistant,"Perfecto con puré — te recomiendo vinos que sean redondos y con taninos suaves para no pelear con la cremosidad:

- Malbec (Argentina): fruta negra, cuerpo medio‑alto y taninos suaves — combinación clásica.  
- Merlot: más suave y redondo, realza la textura del puré.  
- Tempranillo (Reserva): notas terrosas y de cuero que van bien con la carne asada y el puré.  
- Pinot Noir (si quieres algo más ligero): elegante y ágil, no sobrecarga.

Temperatura: 16–18 °C (Pinot 14–16 °C). Decantar 20–40 min si es vino más estructurado. ¿Quieres una botella concreta o un rango de precio?",2026-03-13 00:35:27.921653+00:00,,,0,0,Sommelier,797f698c-c535-432e-aa60-f2b3b3aa7d64
161,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:05:38.813137+00:00,,,0,0,moio,005a702d-07b1-4caa-817b-0acb5b2c85e8
162,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:05:38.982736+00:00,,,0,0,moio,72ac45af-3506-41ee-85b3-5353f0732b91
163,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:05:40.708808+00:00,,,0,0,moio,5f2c0444-e794-4e0a-9986-710a45a7a4f1
164,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:05:42.392068+00:00,,,0,0,moio,900d4b8e-692c-4615-9296-c365342df42c
165,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:10:33.862293+00:00,,,0,0,moio,f836a258-9cc3-4352-83bd-6c36e4f18b9d
166,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:10:40.912801+00:00,,,0,0,moio,dca3a2a8-a1d6-472f-bb2a-7ac80eca9d64
167,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:10:41.280748+00:00,,,0,0,moio,0dda4dcd-c5fd-4ad6-b7d6-0fcbddd1f242
168,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:10:42.871244+00:00,,,0,0,moio,9d0fac05-4ff7-4a51-b233-a497d333ea7b
169,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:10:44.803039+00:00,,,0,0,moio,6a510ab4-9afe-4fa8-9785-6748f05faff2
170,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:12:57.878643+00:00,,,0,0,moio,09984d3c-f6b4-4859-b005-d69c93f62534
171,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:12:58.090296+00:00,,,0,0,moio,7d51fd31-ec9e-4711-a531-8b1edf9c5f25
172,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:12:58.328089+00:00,,,0,0,moio,09684f95-ee35-410e-a504-a1b7bbbf86e6
173,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:12:58.794161+00:00,,,0,0,moio,a1a32129-fe9d-45d8-82c7-8f1a0076466c
174,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:17:59.928872+00:00,,,0,0,moio,0ed017c6-729e-4754-8377-4be819a109ff
175,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:18:00.171697+00:00,,,0,0,moio,72efee32-cf81-4cc0-81dc-34df75851e99
176,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:18:00.376841+00:00,,,0,0,moio,038c59a1-cc4a-4aab-b0f7-73a4b0420ae9
177,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:18:01.126430+00:00,,,0,0,moio,1c28f53e-da86-48d2-a892-e7865605ae84
178,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:23:01.929323+00:00,,,0,0,moio,12450be4-bae4-4000-b27b-11fbdabf6de6
179,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:23:02.200797+00:00,,,0,0,moio,099918e8-253e-4a10-a7b6-3ce291359204
180,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:23:02.801030+00:00,,,0,0,moio,7f712f54-beec-4c3c-b1a0-de6749376f17
181,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:23:03.082251+00:00,,,0,0,moio,0c59a6c5-a53b-4493-8fdb-2caee8e34eb1
182,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:25:19.756570+00:00,,,0,0,moio,9c9deac2-b066-4418-b905-9b04fdacd6c9
183,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:25:19.908946+00:00,,,0,0,moio,69a9ca9c-7b2b-445f-82b6-040c639d30f1
184,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:25:20.767523+00:00,,,0,0,moio,80ead697-47e2-4db2-9204-9febfff78e7e
185,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:26:40.857859+00:00,,,0,0,moio,1a2501ab-265f-4022-9ee4-033911ec04c5
186,user,hola,2026-03-13 01:26:53.668839+00:00,,,0,0,user,1a2501ab-265f-4022-9ee4-033911ec04c5
187,assistant,"¡Hola! Soy tu sommelier virtual. ¿En qué puedo ayudarte hoy: recomendación de vino, maridaje, estilo/uva o región?",2026-03-13 01:26:58.310667+00:00,,,0,0,Sommelier,1a2501ab-265f-4022-9ee4-033911ec04c5
188,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:27:50.503397+00:00,,,0,0,moio,911f4aea-b279-48ed-afda-9a59e7cd0063
190,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:30:22.493100+00:00,,,0,0,moio,eb30ffb8-f9de-4462-b1e4-ebd154a4a1c6
191,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:30:22.896725+00:00,,,0,0,moio,2cbeb3f6-5834-4d37-a110-38af462b547e
192,user,omo va eso,2026-03-13 01:31:57.472889+00:00,,,0,0,user,1a2501ab-265f-4022-9ee4-033911ec04c5
193,assistant,"¡Todo bien! Soy tu sommelier virtual. ¿Buscas recomendación de vino, maridaje, info sobre una uva/región, o ayuda para una ocasión y presupuesto?",2026-03-13 01:32:03.799277+00:00,,,0,0,Sommelier,1a2501ab-265f-4022-9ee4-033911ec04c5
194,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:35:23.967640+00:00,,,0,0,moio,b857efd8-156e-465a-b683-f05d9619f173
195,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:35:24.886306+00:00,,,0,0,moio,6d2bfb49-fd22-498d-9466-7229a35340b1
196,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:35:25.100138+00:00,,,0,0,moio,836597f6-a350-41e8-8ea9-7f79080647a6
197,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:40:25.820855+00:00,,,0,0,moio,61d5070c-a032-4241-ae96-fdf28554d9eb
198,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:40:27.097077+00:00,,,0,0,moio,6a1ab22b-1f4c-43f6-8576-bf2267d4463c
199,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:40:27.357097+00:00,,,0,0,moio,65861044-5c45-4f56-8990-92727e35f198
200,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:45:27.878469+00:00,,,0,0,moio,82cbe4ac-d8c3-466d-b2b5-53771efa15ed
201,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:45:28.936296+00:00,,,0,0,moio,f87a02de-b734-4c97-b704-c66d268a7073
202,system,Shopify storefront chat session started. Shop: moioplatform.myshopify.com,2026-03-13 01:45:29.974030+00:00,,,0,0,moio,de5a344a-fdc7-4fea-bc3c-d8d8f0f66745
